Date,PT_Acceptance And Commitment Therapy_NoM,PT_Animal Assisted Therapy_NoM,PT_Anticonvulsant Therapy_NoM,PT_Antidepressants_NoM,PT_Antipsychotic Medications_NoM,PT_Anxiolytic Medications_NoM,PT_Art Therapy_NoM,PT_Augmentative Communication Devices_NoM,PT_Behavioral Activation Therapy_NoM,PT_Biofeedback Devices_NoM,PT_Blockchain For Data Protection_NoM,PT_Brain Computer Interface_NoM,PT_Cbt For Insomnia_NoM,PT_Chronotherapy_NoM,PT_Closed Loop Neurostimulation_NoM,PT_Clozapine Protocol_NoM,PT_Cognitive Assistive Technologies_NoM,PT_Cognitive Behavioral Therapy_NoM,PT_Cognitive Enhancement Programs_NoM,PT_Cultural Psychiatry Interventions_NoM,PT_Deep Brain Stimulation_NoM,PT_Dialectical Behavior Therapy_NoM,PT_Dietary Interventions And Supplements_NoM,PT_Digital Health Tools_NoM,PT_Digital Imaging Technologies For Brain Scanning_NoM,PT_Digital Phenotyping_NoM,PT_Digital Therapeutics_NoM,PT_Electroconvulsive Therapy_NoM,PT_Electroencephalography_NoM,PT_Emdr Therapy_NoM,PT_Emotion Regulation Training_NoM,PT_Expressive Writing And Journaling_NoM,PT_Fecal Microbiota Transplant_NoM,PT_Focused Ultrasound Therapy_NoM,PT_Hypnotherapy_NoM,PT_Immunotherapy For Neuropsychiatric Disorders_NoM,PT_Interpersonal Psychotherapy_NoM,PT_Ketamine Therapy_NoM,PT_Light Therapy_NoM,PT_Lithium Therapy_NoM,PT_Machine Learning Neuroimaging_NoM,PT_Meditation And Relaxation Techniques_NoM,PT_Memory Retrieval Techniques_NoM,PT_Mentalization Based Treatment_NoM,PT_Metabolic And Enzyme Targeted Therapy_NoM,PT_Metaverse_NoM,PT_Mindfulness Based Stress Reduction_NoM,PT_Mood Stabilizers_NoM,PT_Motivational Interviewing_NoM,PT_Music Therapy_NoM,PT_Naltrexone_NoM,PT_Narrative Exposure Therapy_NoM,PT_Neurobiological Assessments For Mental Disorders_NoM,PT_Neurocognitive Training_NoM,PT_Neurofeedback Systems_NoM,PT_Neuromodulation Techniques_NoM,PT_Neuroplasticity Techniques_NoM,PT_Neuroprotective Agents_NoM,PT_Occupational Therapy_NoM,PT_Oxytocin Therapy_NoM,PT_Personalized Medicine_NoM,PT_Pharmacogenomic Testing_NoM,PT_Privacy Preserving Ai In Digital Mental Health_NoM,PT_Prolonged Exposure Therapy_NoM,PT_Psilocybin Assisted Therapy_NoM,PT_Psychoeducation Programs_NoM,PT_Psychophysiological Metrics For Treatment Response_NoM,PT_Reality Testing Techniques_NoM,PT_Regenerative Medicine Approaches_NoM,PT_Resting State Fmri_NoM,PT_Schema Therapy_NoM,PT_Secure Data Storage For Patient Records_NoM,PT_Selective Serotonin Reuptake Inhibitors_NoM,PT_Sleep Pattern Monitoring And Manipulation_NoM,PT_Smart Wearable Mental Health Trackers_NoM,PT_Social Skills Training_NoM,PT_Speech Language Therapy_NoM,PT_Stem Cell Therapy For Neurological Disorders_NoM,PT_Stimulant And Wake Promoting Agents_NoM,PT_Traditional And Alternative Medicine Approaches_NoM,PT_Transcranial Direct Current Stimulation_NoM,PT_Transcranial Magnetic Stimulation_NoM,PT_Transference Focused Psychotherapy_NoM,PT_Trauma Focused Cbt_NoM,PT_Vagus Nerve Stimulation_NoM,PT_Virtual Reality Exposure Therapy_NoM,PT_Vocal And Speech Biomarkers_NoM,PT_Voxel Based Lesion Symptom Mapping_NoM
2026-11-01,15.188818,0.0,0.0,88.14972,0.0,45.344177,0.0,0.0,0.0,0.0,0.0,40.70788,0.0,0.0,13.574867,0.0,0.0,109.85988,0.0,0.0,0.0,8.941614,0.0,23.066713,0.0,0.0,0.0,0.0,136.07474,8.597357,0.0,0.0,0.0,0.0,9.439598,0.0,0.0,6.001335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9658356,20.118382,38.533436,0.0,4.512516,4.2294827,0.0,0.0,0.0,0.0,0.0,6.113186,44.53238,0.0,260.95178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4499645,0.0,0.0,35.27632,0.0,0.0,2.6920261,0.0,0.0,21.791645,0.0,14.058529,139.41008,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-01,15.217773,0.0,0.0,88.23051,0.0,45.36664,0.0,0.0,0.0,0.0,0.0,40.78636,0.0,0.0,13.541323,0.0,0.0,109.92912,0.0,0.0,0.0,8.930616,0.0,23.097065,0.0,0.0,0.0,0.0,136.2942,8.590328,0.0,0.0,0.0,0.0,9.401186,0.0,0.0,5.960083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9829655,20.119236,38.52265,0.0,4.494299,4.2393703,0.0,0.0,0.0,0.0,0.0,6.106104,44.488293,0.0,261.17093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4852123,0.0,0.0,35.28264,0.0,0.0,2.6916122,0.0,0.0,21.75785,0.0,14.075121,139.52792,0.0,0.0,0.0,0.0,0.0,0.0
2027-01-01,15.268009,0.0,0.0,88.42487,0.0,45.449535,0.0,0.0,0.0,0.0,0.0,40.91706,0.0,0.0,13.510824,0.0,0.0,110.110016,0.0,0.0,0.0,8.93121,0.0,23.159084,0.0,0.0,0.0,0.0,136.699,8.593803,0.0,0.0,0.0,0.0,9.360718,0.0,0.0,5.9167557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0171165,20.146204,38.543613,0.0,4.482834,4.266901,0.0,0.0,0.0,0.0,0.0,6.1102085,44.47342,0.0,261.66403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.543165,0.0,0.0,35.33378,0.0,0.0,2.7017841,0.0,0.0,21.72847,0.0,14.113153,139.80408,0.0,0.0,0.0,0.0,0.0,0.0
2027-02-01,15.348148,0.0,0.0,88.75466,0.0,45.609062,0.0,0.0,0.0,0.0,0.0,41.10504,0.0,0.0,13.50404,0.0,0.0,110.44222,0.0,0.0,0.0,8.955328,0.0,23.26088,0.0,0.0,0.0,0.0,137.31842,8.619312,0.0,0.0,0.0,0.0,9.337427,0.0,0.0,5.8892937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0720387,20.213875,38.626446,0.0,4.491379,4.318205,0.0,0.0,0.0,0.0,0.0,6.135832,44.52515,0.0,262.54843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62348,0.0,0.0,35.449123,0.0,0.0,2.7301807,0.0,0.0,21.7294,0.0,14.185434,140.29718,0.0,0.0,0.0,0.0,0.0,0.0
2027-03-01,15.422075,0.0,0.0,89.04289,0.0,45.75092,0.0,0.0,0.0,0.0,0.0,41.285126,0.0,0.0,13.497164,0.0,0.0,110.74656,0.0,0.0,0.0,8.975386,0.0,23.356647,0.0,0.0,0.0,0.0,137.89407,8.64241,0.0,0.0,0.0,0.0,9.31768,0.0,0.0,5.8638916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.123583,20.272207,38.696636,0.0,4.4977074,4.3627224,0.0,0.0,0.0,0.0,0.0,6.157404,44.568077,0.0,263.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6988335,0.0,0.0,35.54676,0.0,0.0,2.7553253,0.0,0.0,21.733063,0.0,14.24836,140.73389,0.0,0.0,0.0,0.0,0.0,0.0
2027-04-01,15.511169,0.0,0.0,89.40281,0.0,45.936184,0.0,0.0,0.0,0.0,0.0,41.500572,0.0,0.0,13.497461,0.0,0.0,111.14052,0.0,0.0,0.0,9.005619,0.0,23.475414,0.0,0.0,0.0,0.0,138.59608,8.675325,0.0,0.0,0.0,0.0,9.302336,0.0,0.0,5.842491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18795,20.350155,38.79318,0.0,4.5118294,4.419159,0.0,0.0,0.0,0.0,0.0,6.188303,44.639267,0.0,264.41193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7897606,0.0,0.0,35.676495,0.0,0.0,2.7898865,0.0,0.0,21.747288,0.0,14.328913,141.2733,0.0,0.0,0.0,0.0,0.0,0.0
2027-05-01,15.596348,0.0,0.0,89.73979,0.0,46.110477,0.0,0.0,0.0,0.0,0.0,41.71875,0.0,0.0,13.498245,0.0,0.0,111.52578,0.0,0.0,0.0,9.034939,0.0,23.594885,0.0,0.0,0.0,0.0,139.28929,8.7077465,0.0,0.0,0.0,0.0,9.290407,0.0,0.0,5.8228207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2526436,20.423037,38.88047,0.0,4.522928,4.470146,0.0,0.0,0.0,0.0,0.0,6.217781,44.703278,0.0,265.46124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8821545,0.0,0.0,35.794502,0.0,0.0,2.8221512,0.0,0.0,21.765005,0.0,14.400507,141.78473,0.0,0.0,0.0,0.0,0.0,0.0
2027-06-01,15.716759,0.0,0.0,90.22151,0.0,46.367615,0.0,0.0,0.0,0.0,0.0,41.991127,0.0,0.0,13.518394,0.0,0.0,112.05472,0.0,0.0,0.0,9.083565,0.0,23.748528,0.0,0.0,0.0,0.0,140.18578,8.759256,0.0,0.0,0.0,0.0,9.289679,0.0,0.0,5.815428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3349686,20.53701,39.029926,0.0,4.5545063,4.549902,0.0,0.0,0.0,0.0,0.0,6.2665806,44.83379,0.0,266.82416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991638,0.0,0.0,35.979843,0.0,0.0,2.8740635,0.0,0.0,21.805443,0.0,14.51639,142.49547,0.0,0.0,0.0,0.0,0.0,0.0
2027-07-01,15.84198,0.0,0.0,90.72672,0.0,46.638596,0.0,0.0,0.0,0.0,0.0,42.269978,0.0,0.0,13.538822,0.0,0.0,112.598526,0.0,0.0,0.0,9.134394,0.0,23.906063,0.0,0.0,0.0,0.0,141.11638,8.812468,0.0,0.0,0.0,0.0,9.287615,0.0,0.0,5.807663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4192276,20.659498,39.18829,0.0,4.5882034,4.635088,0.0,0.0,0.0,0.0,0.0,6.318247,44.97252,0.0,268.22888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1039085,0.0,0.0,36.175407,0.0,0.0,2.9288788,0.0,0.0,21.845448,0.0,14.640476,143.22603,0.0,0.0,0.0,0.0,0.0,0.0
2027-08-01,15.962225,0.0,0.0,91.19923,0.0,46.890198,0.0,0.0,0.0,0.0,0.0,42.545074,0.0,0.0,13.561024,0.0,0.0,113.123405,0.0,0.0,0.0,9.183418,0.0,24.0616,0.0,0.0,0.0,0.0,142.01454,8.864532,0.0,0.0,0.0,0.0,9.290607,0.0,0.0,5.8031216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.501875,20.774208,39.335346,0.0,4.618784,4.7131863,0.0,0.0,0.0,0.0,0.0,6.3680153,45.103973,0.0,269.61502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2153263,0.0,0.0,36.354546,0.0,0.0,2.980585,0.0,0.0,21.889761,0.0,14.754152,143.91171,0.0,0.0,0.0,0.0,0.0,0.0
2027-09-01,16.15984,0.0,0.0,91.998634,0.0,47.327408,0.0,0.0,0.0,0.0,0.0,42.961933,0.0,0.0,13.632647,0.0,0.0,114.01888,0.0,0.0,0.0,9.282928,0.0,24.311184,0.0,0.0,0.0,0.0,143.43213,8.964943,0.0,0.0,0.0,0.0,9.327486,0.0,0.0,5.8300056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6338825,20.981026,39.62113,0.0,4.693369,4.8499794,0.0,0.0,0.0,0.0,0.0,6.464716,45.38407,0.0,271.89075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3796005,0.0,0.0,36.68417,0.0,0.0,3.0760975,0.0,0.0,21.998316,0.0,14.957979,145.09476,0.0,0.0,0.0,0.0,0.0,0.0
2027-10-01,16.391323,0.0,0.0,92.95167,0.0,47.84953,0.0,0.0,0.0,0.0,0.0,43.438515,0.0,0.0,13.721767,0.0,0.0,115.0626,0.0,0.0,0.0,9.401924,0.0,24.596853,0.0,0.0,0.0,0.0,145.07257,9.084074,0.0,0.0,0.0,0.0,9.374281,0.0,0.0,5.867235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7843285,21.23023,39.969086,0.0,4.7869854,5.014488,0.0,0.0,0.0,0.0,0.0,6.580904,45.728737,0.0,274.51468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5632725,0.0,0.0,37.079556,0.0,0.0,3.1900463,0.0,0.0,22.127747,0.0,15.201836,146.48659,0.0,0.0,0.0,0.0,0.0,0.0
2027-11-01,16.629618,0.0,0.0,93.92523,0.0,48.385014,0.0,0.0,0.0,0.0,0.0,43.92457,0.0,0.0,13.816801,0.0,0.0,116.13208,0.0,0.0,0.0,9.525112,0.0,24.889164,0.0,0.0,0.0,0.0,146.75378,9.20743,0.0,0.0,0.0,0.0,9.426073,0.0,0.0,5.909298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.937887,21.486698,40.329697,0.0,4.885441,5.1839294,0.0,0.0,0.0,0.0,0.0,6.7014008,46.088432,0.0,277.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.749851,0.0,0.0,37.48663,0.0,0.0,3.3078976,0.0,0.0,22.26528,0.0,15.455486,147.91043,0.0,0.0,0.0,0.0,0.0,0.0
2027-12-01,16.866825,0.0,0.0,94.89026,0.0,48.916363,0.0,0.0,0.0,0.0,0.0,44.39318,0.0,0.0,13.911774,0.0,0.0,117.171814,0.0,0.0,0.0,9.64542,0.0,25.169746,0.0,0.0,0.0,0.0,148.3887,9.327736,0.0,0.0,0.0,0.0,9.476505,0.0,0.0,5.9521847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0847626,21.74251,40.69008,0.0,4.985367,5.3555145,0.0,0.0,0.0,0.0,0.0,6.8203773,46.44835,0.0,279.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9264183,0.0,0.0,37.89315,0.0,0.0,3.4255238,0.0,0.0,22.399097,0.0,15.713842,149.30478,0.0,0.0,0.0,0.0,0.0,0.0
2028-01-01,17.09232,0.0,0.0,95.824356,0.0,49.429684,0.0,0.0,0.0,0.0,0.0,44.829765,0.0,0.0,13.996666,0.0,0.0,118.14136,0.0,0.0,0.0,9.7571125,0.0,25.42999,0.0,0.0,0.0,0.0,149.93848,9.438681,0.0,0.0,0.0,0.0,9.516548,0.0,0.0,5.9885464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.220682,21.988455,41.035423,0.0,5.080921,5.5233765,0.0,0.0,0.0,0.0,0.0,6.932518,46.790295,0.0,282.21313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.089294,0.0,0.0,38.287373,0.0,0.0,3.5375957,0.0,0.0,22.514803,0.0,15.965054,150.6286,0.0,0.0,0.0,0.0,0.0,0.0
2028-02-01,17.325275,0.0,0.0,96.80478,0.0,49.969307,0.0,0.0,0.0,0.0,0.0,45.28205,0.0,0.0,14.088888,0.0,0.0,119.15947,0.0,0.0,0.0,9.876127,0.0,25.702368,0.0,0.0,0.0,0.0,151.55798,9.556227,0.0,0.0,0.0,0.0,9.562544,0.0,0.0,6.030411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3626766,22.247883,41.39897,0.0,5.182604,5.6993637,0.0,0.0,0.0,0.0,0.0,7.051382,47.153175,0.0,284.74512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25882,0.0,0.0,38.703026,0.0,0.0,3.654972,0.0,0.0,22.639389,0.0,16.226675,152.02191,0.0,0.0,0.0,0.0,0.0,0.0
2028-03-01,17.526789,0.0,0.0,97.6493,0.0,50.432793,0.0,0.0,0.0,0.0,0.0,45.67241,0.0,0.0,14.168118,0.0,0.0,120.02559,0.0,0.0,0.0,9.97694,0.0,25.935719,0.0,0.0,0.0,0.0,152.94696,9.656511,0.0,0.0,0.0,0.0,9.602657,0.0,0.0,6.067007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4834156,22.469164,41.710827,0.0,5.2701874,5.8504906,0.0,0.0,0.0,0.0,0.0,7.152895,47.465496,0.0,286.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.402761,0.0,0.0,39.05849,0.0,0.0,3.7552109,0.0,0.0,22.746864,0.0,16.450178,153.21436,0.0,0.0,0.0,0.0,0.0,0.0
