Date,PT_Acceptance And Commitment Therapy_NoM,PT_Animal Assisted Therapy_NoM,PT_Anticonvulsant Therapy_NoM,PT_Antidepressants_NoM,PT_Antipsychotic Medications_NoM,PT_Anxiolytic Medications_NoM,PT_Art Therapy_NoM,PT_Augmentative Communication Devices_NoM,PT_Behavioral Activation Therapy_NoM,PT_Biofeedback Devices_NoM,PT_Blockchain For Data Protection_NoM,PT_Brain Computer Interface_NoM,PT_Cbt For Insomnia_NoM,PT_Chronotherapy_NoM,PT_Closed Loop Neurostimulation_NoM,PT_Clozapine Protocol_NoM,PT_Cognitive Assistive Technologies_NoM,PT_Cognitive Behavioral Therapy_NoM,PT_Cognitive Enhancement Programs_NoM,PT_Cultural Psychiatry Interventions_NoM,PT_Deep Brain Stimulation_NoM,PT_Dialectical Behavior Therapy_NoM,PT_Dietary Interventions And Supplements_NoM,PT_Digital Health Tools_NoM,PT_Digital Imaging Technologies For Brain Scanning_NoM,PT_Digital Phenotyping_NoM,PT_Digital Therapeutics_NoM,PT_Electroconvulsive Therapy_NoM,PT_Electroencephalography_NoM,PT_Emdr Therapy_NoM,PT_Emotion Regulation Training_NoM,PT_Expressive Writing And Journaling_NoM,PT_Fecal Microbiota Transplant_NoM,PT_Focused Ultrasound Therapy_NoM,PT_Hypnotherapy_NoM,PT_Immunotherapy For Neuropsychiatric Disorders_NoM,PT_Interpersonal Psychotherapy_NoM,PT_Ketamine Therapy_NoM,PT_Light Therapy_NoM,PT_Lithium Therapy_NoM,PT_Machine Learning Neuroimaging_NoM,PT_Meditation And Relaxation Techniques_NoM,PT_Memory Retrieval Techniques_NoM,PT_Mentalization Based Treatment_NoM,PT_Metabolic And Enzyme Targeted Therapy_NoM,PT_Metaverse_NoM,PT_Mindfulness Based Stress Reduction_NoM,PT_Mood Stabilizers_NoM,PT_Motivational Interviewing_NoM,PT_Music Therapy_NoM,PT_Naltrexone_NoM,PT_Narrative Exposure Therapy_NoM,PT_Neurobiological Assessments For Mental Disorders_NoM,PT_Neurocognitive Training_NoM,PT_Neurofeedback Systems_NoM,PT_Neuromodulation Techniques_NoM,PT_Neuroplasticity Techniques_NoM,PT_Neuroprotective Agents_NoM,PT_Occupational Therapy_NoM,PT_Oxytocin Therapy_NoM,PT_Personalized Medicine_NoM,PT_Pharmacogenomic Testing_NoM,PT_Privacy Preserving Ai In Digital Mental Health_NoM,PT_Prolonged Exposure Therapy_NoM,PT_Psilocybin Assisted Therapy_NoM,PT_Psychoeducation Programs_NoM,PT_Psychophysiological Metrics For Treatment Response_NoM,PT_Reality Testing Techniques_NoM,PT_Regenerative Medicine Approaches_NoM,PT_Resting State Fmri_NoM,PT_Schema Therapy_NoM,PT_Secure Data Storage For Patient Records_NoM,PT_Selective Serotonin Reuptake Inhibitors_NoM,PT_Sleep Pattern Monitoring And Manipulation_NoM,PT_Smart Wearable Mental Health Trackers_NoM,PT_Social Skills Training_NoM,PT_Speech Language Therapy_NoM,PT_Stem Cell Therapy For Neurological Disorders_NoM,PT_Stimulant And Wake Promoting Agents_NoM,PT_Traditional And Alternative Medicine Approaches_NoM,PT_Transcranial Direct Current Stimulation_NoM,PT_Transcranial Magnetic Stimulation_NoM,PT_Transference Focused Psychotherapy_NoM,PT_Trauma Focused Cbt_NoM,PT_Vagus Nerve Stimulation_NoM,PT_Virtual Reality Exposure Therapy_NoM,PT_Vocal And Speech Biomarkers_NoM,PT_Voxel Based Lesion Symptom Mapping_NoM
2026-11-01,36.353134,8.926434,2.517886,113.99667,0.00019109555,69.33197,2.9177544,0.5132813,1.9888902,0.8913349,2.6298407e-05,64.07025,3.6048565,2.6768522,33.778423,0.0,0.016851164,140.01176,0.18173356,0.18241873,11.84771,29.404863,0.14294384,44.630737,0.06682843,17.122854,0.0004995082,8.90468e-05,172.41342,28.976517,2.1654081,0.1413925,0.0,0.98392487,29.543922,18.811834,4.031998,25.881496,16.036863,0.06786094,9.865846,0.9388555,0.0,8.61098,0.8001345,0.0,26.532398,41.780865,60.812748,12.327171,24.727283,24.733408,0.16940923,1.4417403,0.38162908,11.963675,0.050926123,26.32984,66.84015,1.6933872,303.98383,16.291466,0.0,0.028911805,0.0,0.98877394,0.4497644,0.0,16.291096,27.545486,2.7540824,0.024132095,58.27338,1.2107078e-05,0.0,23.004038,0.9516272,1.9438328,42.641617,7.553396,35.236893,170.69766,10.448921,2.7683098,16.574596,6.8916273,8.556176e-07,0.9151828
2026-12-01,36.40256,8.929905,2.5285888,114.11628,0.00021129502,69.38864,2.9266064,0.51464015,1.9918636,0.8922765,4.131421e-05,64.18063,3.6034763,2.6771219,33.74392,0.0,0.017752023,140.12401,0.183717,0.1832926,11.85293,29.394773,0.14395899,44.673573,0.06811647,17.116056,0.0005636492,0.00015945971,172.73021,28.97214,2.167082,0.14247604,0.0,0.9844244,29.50666,18.810265,4.0375943,25.843576,16.035969,0.068836085,9.854191,0.9418981,0.0,8.609602,0.8014528,0.0,26.55386,41.793808,60.815296,12.330622,24.71261,24.74932,0.17035615,1.4424634,0.38259143,11.979104,0.053051673,26.326597,66.8137,1.6936426,304.35117,16.270393,0.0,0.030724451,0.0,0.99045205,0.45149925,0.0,16.334436,27.589382,2.7536676,0.025122685,58.304882,2.0224224e-05,0.0,23.007734,0.9527781,1.9494787,42.614605,7.5694814,35.26599,170.81404,10.448543,2.7693708,16.563454,6.8938155,9.181396e-06,0.91685534
2027-01-01,36.476673,8.935802,2.542779,114.35846,0.0002489741,69.51149,2.9386213,0.5165313,1.9963024,0.8937358,6.9101916e-05,64.35023,3.6022263,2.678002,33.71159,0.0,0.01896299,140.35822,0.1863244,0.18448015,11.861489,29.395866,0.14531814,44.751602,0.0698164,17.112307,0.0006584779,0.00024628264,173.2559,28.978706,2.16969,0.14388406,1.181867e-07,0.98526824,29.46689,18.81203,4.04621,25.80359,16.040926,0.070098326,9.84063,0.9459386,0.0,8.611735,0.80333346,0.0,26.592636,41.834415,60.85155,12.341311,24.704762,24.784096,0.17162727,1.4436916,0.38389578,12.003512,0.055778164,26.334858,66.81819,1.694292,305.0278,16.246843,0.0,0.03308244,0.0,0.992981,0.45384875,0.0,16.396519,27.657383,2.7532358,0.026369477,58.384422,3.066413e-05,1.1409228e-05,23.022629,0.9544301,1.9572644,42.592743,7.5933833,35.31799,171.09084,10.451618,2.7716475,16.555292,6.8996387,1.9627265e-05,0.9191913
2027-02-01,36.579346,8.945712,2.5584877,114.73609,0.00032049348,69.70949,2.952475,0.51866555,2.0017517,0.8955595,9.712247e-05,64.5759,3.6022887,2.679975,33.702858,0.0,0.020233095,140.75053,0.18913864,0.18581752,11.877103,29.420008,0.14680293,44.869873,0.07164712,17.119576,0.00077779056,0.00034665188,173.99582,29.007359,2.1731858,0.14540565,2.4652447e-05,0.9865156,29.443937,18.82654,4.057268,25.779003,16.057823,0.07143015,9.831124,0.95047086,0.0,8.619767,0.805607,0.0,26.65171,41.914917,60.947773,12.361889,24.716272,24.842583,0.17302759,1.4454387,0.38538525,12.0362,0.05864488,26.364056,66.88922,1.6955861,306.093,16.231108,0.0,0.035598345,0.0,0.9960888,0.4564905,0.0,16.472511,27.747524,2.7536945,0.027673397,58.52839,4.1503714e-05,2.4376213e-05,23.055855,0.9564844,1.9662752,42.60087,7.622968,35.4051,171.58652,10.461071,2.775225,16.557875,6.9100423,3.0201341e-05,0.9219325
2027-03-01,36.677017,8.954757,2.5728724,115.08101,0.00041140616,69.89398,2.9654036,0.520698,2.006845,0.89725655,0.00012800295,64.79668,3.6024847,2.6818273,33.69611,0.0,0.021449633,141.12973,0.19185309,0.18706676,11.892626,29.442621,0.14821286,44.98509,0.07339981,17.126898,0.00094409677,0.00045781347,174.71762,29.034824,2.1765094,0.14687666,5.4297874e-05,0.98765635,29.425636,18.840809,4.067695,25.757118,16.073061,0.07273273,9.823154,0.9548774,0.0,8.626403,0.8077456,0.0,26.71002,41.989777,61.03626,12.3802395,24.726692,24.895462,0.17435625,1.4471445,0.38681194,12.068025,0.061482582,26.390825,66.95472,1.6967652,307.15118,16.21759,6.410252e-06,0.038055282,0.0,0.9989265,0.45898604,4.61231e-06,16.546955,27.835796,2.7542202,0.028963031,58.65963,5.2901556e-05,6.482347e-05,23.086681,0.9584316,1.9748082,42.613163,7.6510186,35.485218,172.05215,10.470037,2.7785099,16.559986,6.919451,4.139832e-05,0.92456084
2027-04-01,36.79101,8.965462,2.5889437,115.506195,0.0005375543,70.12727,2.980335,0.5230559,2.01272,0.8992402,0.00017736052,65.05813,3.603191,2.6842556,33.697216,0.0,0.02284854,141.61201,0.19495298,0.18849368,11.912664,29.476519,0.14981169,45.125893,0.07535794,17.138767,0.0011660537,0.0006090705,175.59167,29.07298,2.1804392,0.14852744,8.735357e-05,0.98904824,29.412134,18.861687,4.0799866,25.739399,16.094152,0.07423228,9.816326,0.9598634,4.4066887e-06,8.635691,0.8102388,0.0,26.782608,42.08676,61.153698,12.40407,24.745422,24.96194,0.17587055,1.4492227,0.3884425,12.10629,0.0646974,26.428038,67.05084,1.6982962,308.45554,16.206018,2.227159e-05,0.040862475,0.0,1.0022157,0.46181422,1.8575569e-05,16.633879,27.941748,2.7551713,0.030421384,58.82608,6.6322915e-05,0.00012277364,23.12766,0.9607163,1.9845097,42.63745,7.6836705,35.58487,172.64107,10.482288,2.7826192,16.566256,6.931473,5.4478674e-05,0.9275898
2027-05-01,36.904003,8.976018,2.604414,115.92264,0.00067345833,70.357574,2.994556,0.52535254,2.0185409,0.9012002,0.000247265,65.32903,3.603968,2.6866546,33.70073,0.0,0.024204915,142.10957,0.19799241,0.18986264,11.932189,29.511744,0.15137511,45.271786,0.07730696,17.150776,0.0014257994,0.0007912343,176.49031,29.112774,2.1845307,0.15017933,0.0001206263,0.99034196,29.403555,18.881495,4.0922694,25.724253,16.11367,0.07570231,9.810759,0.9649144,4.7161648e-05,8.644256,0.8126645,0.0,26.857882,42.18276,61.26793,12.426277,24.762806,25.024805,0.177351,1.4513605,0.39004403,12.145599,0.06790867,26.46527,67.145775,1.6997647,309.81967,16.196482,3.8132024e-05,0.04361257,0.0,1.0053718,0.46460658,3.2740034e-05,16.722742,28.052353,2.7560978,0.031885017,58.987476,8.008513e-05,0.00018250811,23.168064,0.9629325,1.9942707,42.66781,7.7161927,35.679184,173.22978,10.494494,2.786741,16.572649,6.9429417,6.807523e-05,0.9306429
2027-06-01,37.04873,8.99078,2.622553,116.478096,0.0008282156,70.66452,3.012167,0.52810335,2.0253942,0.90351987,0.00033306412,65.64787,3.6060717,2.6900616,33.72259,9.504325e-06,0.025774786,142.73595,0.20149495,0.19148596,11.962101,29.56504,0.1531448,45.448143,0.07941171,17.172697,0.0017769666,0.000993844,177.57428,29.169859,2.1891062,0.15198992,0.00015614307,0.9921797,29.404787,18.917898,4.1068816,25.720274,16.146511,0.07740086,9.808688,0.9704718,0.0001474788,8.658414,0.8156376,0.0,26.94956,42.316914,61.441044,12.459498,24.79961,25.11477,0.17904596,1.4539306,0.39191237,12.191729,0.07145367,26.520718,67.30205,1.7019289,311.47733,16.192072,6.771272e-05,0.046767864,0.0,1.00924,0.46770844,4.843005e-05,16.824257,28.17803,2.758134,0.033500005,59.211002,9.5156814e-05,0.00024727653,23.22635,0.9657249,2.0049624,42.717777,7.7542577,35.814964,174.01186,10.512515,2.7918825,16.587608,6.9590263,8.351529e-05,0.93407625
2027-07-01,37.197487,9.005795,2.6414254,117.05514,0.0010196934,70.982346,3.030641,0.53099436,2.03248,0.90589786,0.00042512015,65.97132,3.6083221,2.6935422,33.7444,0.000110129506,0.027413897,143.37498,0.20515566,0.19318125,11.994285,29.619774,0.15496296,45.62648,0.081556976,17.195154,0.0022725835,0.0012376214,178.68568,29.228323,2.1937132,0.15385039,0.00019188804,0.99411726,29.404385,18.956877,4.122034,25.715351,16.181322,0.079174094,9.807027,0.9761841,0.00033698272,8.673324,0.81875306,0.0,27.042393,42.457516,61.622017,12.494668,24.8383,25.20984,0.18080741,1.4565604,0.39385155,12.238788,0.07511296,26.578188,67.4656,1.7041882,313.15485,16.187006,0.00010283799,0.050056707,0.0,1.0133018,0.47088137,0.00011468686,16.928513,28.305288,2.7602727,0.035170857,59.442215,0.00011055581,0.00031564952,23.287281,0.96866053,2.015822,42.76646,7.7933726,35.958664,174.81586,10.531079,2.797117,16.602537,6.9757648,9.9615434e-05,0.9375911
2027-08-01,37.343918,9.021039,2.659276,117.61161,0.0012421487,71.28819,3.0476654,0.5337039,2.0392623,0.908157,0.00056387024,66.29794,3.6107473,2.6969342,33.769753,0.00026134198,0.028930113,144.0151,0.2085873,0.1947398,12.025247,29.6749,0.15665057,45.806053,0.083583936,17.217876,0.0028264073,0.0015438636,179.79697,29.287588,2.1984296,0.15563282,0.00023094717,0.99589187,29.410786,18.99423,4.1366997,25.71444,16.214146,0.080842294,9.807376,0.98176193,0.00059582526,8.687249,0.82169586,1.667993e-05,27.136024,42.59356,61.797295,12.527367,24.87568,25.299091,0.18244919,1.4591826,0.39568433,12.28555,0.07859993,26.634947,67.62692,1.7063521,314.85703,16.184837,0.00014823774,0.0531334,0.0,1.0170666,0.47386655,0.00022550378,17.031475,28.435118,2.7624395,0.03678396,59.662163,0.00012543757,0.00039562042,23.346502,0.9714227,2.0263474,42.821884,7.8308496,36.094093,175.60023,10.54938,2.8022082,16.617762,6.9914556,0.00014035948,0.9409999
2027-09-01,37.564873,9.046826,2.6825402,118.499084,0.0015914765,71.77918,3.071013,0.53724545,2.0485585,0.9113095,0.0007402293,66.765274,3.616168,2.7028558,33.844128,0.0005195134,0.030776916,145.02806,0.21285719,0.1967934,12.076489,29.779934,0.15876628,46.078197,0.08601241,17.2649,0.0035541507,0.0020280576,181.42563,29.394968,2.2051105,0.15778331,0.00028798784,0.99873763,29.450218,19.065144,4.157328,25.74426,16.275486,0.082887456,9.815934,0.98868775,0.00097286137,8.7141485,0.82577604,4.0489726e-05,27.278181,42.821045,62.109955,12.583637,24.956253,25.446724,0.18451437,1.4630165,0.39807466,12.352317,0.082716025,26.738344,67.93647,1.7100899,317.46045,16.197756,0.00022152906,0.05690088,0.0,1.0223224,0.47766307,0.00037393824,17.169825,28.617128,2.766933,0.03868015,60.032074,0.00014255717,0.00049495447,23.448986,0.9753363,2.0399587,42.940166,7.8824205,36.319336,176.8898,10.582091,2.8102245,16.65576,7.017664,0.00023794093,0.94546324
