Date,PT_Acceptance And Commitment Therapy_NoM,PT_Animal Assisted Therapy_NoM,PT_Anticonvulsant Therapy_NoM,PT_Antidepressants_NoM,PT_Antipsychotic Medications_NoM,PT_Anxiolytic Medications_NoM,PT_Art Therapy_NoM,PT_Augmentative Communication Devices_NoM,PT_Behavioral Activation Therapy_NoM,PT_Biofeedback Devices_NoM,PT_Blockchain For Data Protection_NoM,PT_Brain Computer Interface_NoM,PT_Cbt For Insomnia_NoM,PT_Chronotherapy_NoM,PT_Closed Loop Neurostimulation_NoM,PT_Clozapine Protocol_NoM,PT_Cognitive Assistive Technologies_NoM,PT_Cognitive Behavioral Therapy_NoM,PT_Cognitive Enhancement Programs_NoM,PT_Cultural Psychiatry Interventions_NoM,PT_Deep Brain Stimulation_NoM,PT_Dialectical Behavior Therapy_NoM,PT_Dietary Interventions And Supplements_NoM,PT_Digital Health Tools_NoM,PT_Digital Imaging Technologies For Brain Scanning_NoM,PT_Digital Phenotyping_NoM,PT_Digital Therapeutics_NoM,PT_Electroconvulsive Therapy_NoM,PT_Electroencephalography_NoM,PT_Emdr Therapy_NoM,PT_Emotion Regulation Training_NoM,PT_Expressive Writing And Journaling_NoM,PT_Fecal Microbiota Transplant_NoM,PT_Focused Ultrasound Therapy_NoM,PT_Hypnotherapy_NoM,PT_Immunotherapy For Neuropsychiatric Disorders_NoM,PT_Interpersonal Psychotherapy_NoM,PT_Ketamine Therapy_NoM,PT_Light Therapy_NoM,PT_Lithium Therapy_NoM,PT_Machine Learning Neuroimaging_NoM,PT_Meditation And Relaxation Techniques_NoM,PT_Memory Retrieval Techniques_NoM,PT_Mentalization Based Treatment_NoM,PT_Metabolic And Enzyme Targeted Therapy_NoM,PT_Metaverse_NoM,PT_Mindfulness Based Stress Reduction_NoM,PT_Mood Stabilizers_NoM,PT_Motivational Interviewing_NoM,PT_Music Therapy_NoM,PT_Naltrexone_NoM,PT_Narrative Exposure Therapy_NoM,PT_Neurobiological Assessments For Mental Disorders_NoM,PT_Neurocognitive Training_NoM,PT_Neurofeedback Systems_NoM,PT_Neuromodulation Techniques_NoM,PT_Neuroplasticity Techniques_NoM,PT_Neuroprotective Agents_NoM,PT_Occupational Therapy_NoM,PT_Oxytocin Therapy_NoM,PT_Personalized Medicine_NoM,PT_Pharmacogenomic Testing_NoM,PT_Privacy Preserving Ai In Digital Mental Health_NoM,PT_Prolonged Exposure Therapy_NoM,PT_Psilocybin Assisted Therapy_NoM,PT_Psychoeducation Programs_NoM,PT_Psychophysiological Metrics For Treatment Response_NoM,PT_Reality Testing Techniques_NoM,PT_Regenerative Medicine Approaches_NoM,PT_Resting State Fmri_NoM,PT_Schema Therapy_NoM,PT_Secure Data Storage For Patient Records_NoM,PT_Selective Serotonin Reuptake Inhibitors_NoM,PT_Sleep Pattern Monitoring And Manipulation_NoM,PT_Smart Wearable Mental Health Trackers_NoM,PT_Social Skills Training_NoM,PT_Speech Language Therapy_NoM,PT_Stem Cell Therapy For Neurological Disorders_NoM,PT_Stimulant And Wake Promoting Agents_NoM,PT_Traditional And Alternative Medicine Approaches_NoM,PT_Transcranial Direct Current Stimulation_NoM,PT_Transcranial Magnetic Stimulation_NoM,PT_Transference Focused Psychotherapy_NoM,PT_Trauma Focused Cbt_NoM,PT_Vagus Nerve Stimulation_NoM,PT_Virtual Reality Exposure Therapy_NoM,PT_Vocal And Speech Biomarkers_NoM,PT_Voxel Based Lesion Symptom Mapping_NoM
2026-11-01,57.51745,28.516293,22.068344,139.84363,19.404102,93.31976,22.52174,19.942518,21.483145,20.318336,19.400724,87.432625,23.0579,22.135723,53.98198,19.400185,19.433043,170.16365,19.620525,19.599396,31.605272,49.86811,19.561268,66.19476,19.488512,36.885147,19.405922,19.401104,208.7521,49.355675,21.624317,19.559721,19.400185,20.404318,49.648247,39.062714,23.605951,45.761658,35.978218,19.488565,29.414238,20.406404,19.400185,28.23051,20.242727,19.400185,47.09896,63.443348,83.09206,32.190136,44.94205,45.237335,19.588093,20.879168,19.806305,31.949911,19.488432,46.546494,89.14792,21.128908,347.01587,35.89891,19.400185,19.462675,19.400185,20.434162,19.888037,19.400185,36.82671,48.641006,22.200098,19.441242,81.27044,19.400433,19.400185,43.316048,20.391756,21.473461,63.49159,27.390694,56.415257,201.98524,30.144894,22.245373,36.396538,26.529263,19.400202,20.356302
2026-12-01,57.58735,28.520628,22.080618,140.00204,19.404339,93.410645,22.532375,19.944077,21.48667,20.319435,19.40096,87.574905,23.056553,22.136202,53.946518,19.400185,19.434069,170.3189,19.622715,19.600357,31.612726,49.858932,19.562387,66.25008,19.489895,36.878822,19.406332,19.401659,209.16621,49.35395,21.626152,19.56087,19.400185,20.40494,49.612137,39.06282,23.612417,45.72707,35.978405,19.489618,29.402714,20.409632,19.400185,28.230524,20.244337,19.400185,47.124756,63.46838,83.10794,32.195526,44.930923,45.25927,19.589237,20.879992,19.807446,31.967758,19.490868,46.54709,89.1391,21.129486,347.5314,35.878242,19.400185,19.464825,19.400185,20.436274,19.889927,19.400185,36.880234,48.69355,22.199863,19.442295,81.327126,19.4006,19.400185,43.323856,20.393145,21.47963,63.47136,27.408659,56.456863,202.10016,30.14573,22.246662,36.387444,26.53288,19.400373,20.3582
2027-01-01,57.685337,28.527384,22.096687,140.29205,19.404652,93.57344,22.54644,19.946196,21.49176,20.321072,19.40131,87.783394,23.05531,22.137268,53.912354,19.400185,19.435417,170.60641,19.625526,19.601645,31.623692,49.860523,19.563864,66.34412,19.491693,36.87548,19.406866,19.402388,209.8128,49.36361,21.628965,19.562342,19.400187,20.405916,49.573063,39.06608,23.622,45.690426,35.98452,19.490961,29.389107,20.413874,19.400185,28.234215,20.246546,19.400185,47.168156,63.52263,83.159485,32.208508,44.92669,45.301292,19.590725,20.881327,19.808949,31.994907,19.49398,46.55951,89.162964,21.130486,348.39157,35.854927,19.400185,19.467506,19.400185,20.439304,19.892431,19.400185,36.954933,48.7716,22.199604,19.443605,81.43507,19.400814,19.40042,43.343475,20.395061,21.48797,63.457016,27.434929,56.522827,202.3776,30.150028,22.249199,36.381134,26.540356,19.400587,20.360804
2027-02-01,57.810543,28.538013,22.114151,140.71753,19.405039,93.80991,22.562256,19.94854,21.497828,20.32305,19.401695,88.04675,23.055332,22.139357,53.901676,19.400185,19.436806,171.05884,19.628536,19.603067,31.641518,49.88469,19.565453,66.47887,19.493607,36.883183,19.407465,19.403164,210.67322,49.395405,21.632677,19.563908,19.400557,20.407282,49.550446,39.081867,23.63395,45.668713,36.002434,19.492355,29.379444,20.41859,19.400185,28.243725,20.249128,19.400185,47.231384,63.61596,83.269104,32.2313,44.941166,45.36696,19.592325,20.883163,19.81061,32.030373,19.497221,46.592278,89.253296,21.132101,349.63754,35.83946,19.400185,19.470245,19.400185,20.44284,19.895212,19.400185,37.04386,48.871567,22.200214,19.444962,81.60765,19.401035,19.400661,43.38153,20.397343,21.497536,63.472336,27.46704,56.62477,202.87585,30.160555,22.252985,36.38539,26.55226,19.400805,20.363775
2027-03-01,57.93196,28.548016,22.1304,141.11913,19.405516,94.03705,22.577335,19.950817,21.503628,20.324934,19.40209,88.30823,23.055592,22.141466,53.895058,19.400185,19.438162,171.51291,19.631523,19.604435,31.659952,49.90986,19.567,66.613525,19.49547,36.891853,19.408169,19.403963,211.54117,49.42724,21.636312,19.565466,19.400988,20.40857,49.533592,39.099293,23.645567,45.650345,36.019787,19.493757,29.371603,20.423292,19.400185,28.252148,20.251621,19.400185,47.296455,63.707344,83.375885,32.252552,44.955677,45.4282,19.593868,20.885014,19.812246,32.065792,19.500364,46.624245,89.34136,21.133627,350.92517,35.826706,19.400316,19.47298,19.400185,20.446173,19.897928,19.400278,37.13214,48.97276,22.200977,19.44633,81.7725,19.40127,19.401045,43.418037,20.399574,21.506836,63.493263,27.49834,56.722076,203.37042,30.171078,22.256655,36.389915,26.563429,19.401033,20.3667
2027-04-01,58.070854,28.559805,22.148561,141.60959,19.40615,94.31836,22.594624,19.95344,21.51027,20.327122,19.402592,88.615685,23.056387,22.144186,53.896973,19.400185,19.439716,172.08351,19.63493,19.605995,31.683088,49.94742,19.568748,66.77637,19.497559,36.905487,19.409058,19.404915,212.58727,49.470634,21.640608,19.567215,19.401474,20.41012,49.521935,39.123875,23.659252,45.636307,36.04357,19.495367,29.364988,20.428629,19.400274,28.263325,20.254496,19.400185,47.377266,63.823368,83.51422,32.279663,44.979015,45.504723,19.595606,20.887264,19.8141,32.10825,19.503927,46.66777,89.46242,21.135523,352.49915,35.816116,19.400642,19.476091,19.400185,20.449993,19.901007,19.400566,37.23473,49.093735,22.202194,19.447882,81.97566,19.401545,19.401594,43.465435,20.402176,21.517418,63.527615,27.534689,56.840828,204.00883,30.18512,22.261236,36.398804,26.577448,19.401302,20.370068
2027-05-01,58.21166,28.57182,22.166357,142.10548,19.406881,94.604675,22.611576,19.956055,21.517029,20.329336,19.403162,88.939316,23.057367,22.147,53.903214,19.400185,19.441257,172.69336,19.638344,19.607527,31.706402,49.98855,19.570498,66.948685,19.499681,36.92005,19.410072,19.405943,213.69133,49.5178,21.645185,19.568996,19.401962,20.411615,49.5167,39.14936,23.673244,45.625687,36.06697,19.49699,29.359947,20.434158,19.400957,28.274216,20.257383,19.400185,47.46312,63.942482,83.65539,32.306206,45.002686,45.579464,19.597336,20.889643,19.815968,32.152878,19.507555,46.712757,89.58827,21.137419,354.1781,35.80799,19.400967,19.479206,19.400185,20.453747,19.904118,19.400856,37.34133,49.22255,22.203478,19.449465,82.18045,19.401827,19.402197,43.513977,20.40478,21.528292,63.57061,27.571838,56.957863,204.67484,30.199654,22.26597,36.408592,26.591343,19.40158,20.373526
2027-06-01,58.3807,28.587698,22.186617,142.73468,19.407745,94.961426,22.631573,19.95906,21.524628,20.331856,19.403852,89.30462,23.05958,22.150732,53.92679,19.400326,19.442984,173.41718,19.642159,19.609283,31.739601,50.046516,19.57242,67.14776,19.501919,36.94403,19.411287,19.407103,214.96278,49.58046,21.650118,19.57091,19.402485,20.413612,49.519897,39.190475,23.689314,45.625122,36.10295,19.498808,29.358135,20.44007,19.402008,28.29034,20.260727,19.400185,47.56415,64.09682,83.85216,32.343163,45.044716,45.67964,19.599236,20.89238,19.818056,32.203384,19.51145,46.774857,89.77031,21.139927,356.1305,35.80455,19.401354,19.482672,19.400185,20.458126,19.907469,19.401176,37.45836,49.36442,22.205772,19.451174,82.44216,19.402136,19.402864,43.578636,20.40788,21.539867,63.63011,27.613825,57.11354,205.52824,30.219486,22.271591,36.426117,26.609398,19.401897,20.377293
2027-07-01,58.552994,28.603777,22.207567,143.38356,19.408712,95.326096,22.652393,19.962189,21.532404,20.334421,19.404608,89.67267,23.061949,22.15451,53.949978,19.401114,19.444763,174.15144,19.646107,19.611103,31.7748,50.105156,19.574377,67.34689,19.504187,36.96836,19.412708,19.408352,216.25499,49.64418,21.655056,19.57286,19.403011,20.415697,49.521156,39.233906,23.705774,45.62304,36.14069,19.500692,29.35669,20.446112,19.403461,28.307133,20.264196,19.400185,47.665558,64.25553,84.05574,32.38206,45.088398,45.78459,19.60118,20.895157,19.820192,32.254547,19.515434,46.838127,89.95868,21.142506,358.0808,35.800247,19.401814,19.486242,19.400185,20.462648,19.910856,19.401642,37.57735,49.506668,22.208128,19.452925,82.70902,19.40245,19.40356,43.645683,20.411095,21.551525,63.687473,27.656727,57.27685,206.40569,30.239658,22.277235,36.44327,26.62803,19.402227,20.381105
2027-08-01,58.72561,28.620453,22.227715,144.02399,19.409742,95.68619,22.672031,19.96518,21.54003,20.336914,19.405432,90.05081,23.064613,22.158318,53.97848,19.40208,19.44644,174.90681,19.649878,19.61281,31.809265,50.16638,19.576235,67.55051,19.506376,36.99353,19.414253,19.409657,217.57939,49.710644,21.6602,19.574768,19.403519,20.417652,49.530964,39.277252,23.722088,45.625755,36.177246,19.50251,29.357624,20.452137,19.405201,28.323364,20.267563,19.400528,47.770172,64.41291,84.25925,32.419292,45.132576,45.884995,19.603025,20.897995,19.82226,32.306446,19.519295,46.90188,90.14987,21.14505,360.09903,35.799202,19.4023,19.489655,19.400185,20.466938,19.914112,19.402338,37.696617,49.654907,22.210577,19.454647,82.96978,19.402758,19.404263,43.712418,20.414186,21.563036,63.754005,27.698685,57.434036,207.28876,30.260048,22.282866,36.46156,26.645924,19.4026,20.384872
2027-09-01,58.969906,28.647442,22.253078,144.99954,19.411058,96.23096,22.697718,19.96893,21.549997,20.34024,19.406464,90.56862,23.070164,22.164555,54.05561,19.403444,19.448404,176.03723,19.654411,19.61497,31.86356,50.27694,19.578466,67.845215,19.508915,37.04265,19.416168,19.411304,219.41913,49.824993,21.667187,19.577,19.404127,20.420635,49.572952,39.353355,23.744177,45.658516,36.242176,19.504656,29.366535,20.459389,19.407494,28.352318,20.271965,19.40094,47.922478,64.661064,84.59878,32.479786,45.21914,46.04347,19.605244,20.90199,19.824825,32.377907,19.523705,47.01197,90.48887,21.149109,363.03015,35.812943,19.402943,19.493689,19.400185,20.472603,19.918085,19.40332,37.850517,49.854656,22.215267,19.456615,83.379974,19.403109,19.405075,43.821877,20.41834,21.577429,63.88202,27.754349,57.680695,208.68484,30.294456,22.291271,36.50221,26.673944,19.403194,20.3896
2027-10-01,59.243023,28.677633,22.280725,146.11536,19.41267,96.85222,22.72644,19.973093,21.560959,20.343918,19.407684,91.136406,23.076754,22.171614,54.147984,19.405087,19.450552,177.29659,19.659372,19.617346,31.926357,50.405106,19.580881,68.17157,19.511614,37.09986,19.41837,19.413252,221.45807,49.95588,21.674618,19.579376,19.404854,20.424078,49.62246,39.442635,23.768543,45.699417,36.31835,19.50699,29.3778,20.46713,19.41037,28.38618,20.27682,19.401558,48.091156,64.94604,84.99336,32.550552,45.32263,46.227234,19.60765,20.906387,19.827608,32.45617,19.528423,47.13877,90.88378,21.153713,366.27634,35.830025,19.403708,19.498072,19.400185,20.478924,19.92235,19.404472,38.017555,50.070084,22.220676,19.45871,83.84798,19.403492,19.4061,43.946983,20.422989,21.592747,64.02658,27.8157,57.96353,210.27797,30.334106,22.30065,36.549698,26.706284,19.404045,20.394693
2027-11-01,59.52009,28.708685,22.308311,147.24411,19.41449,97.47826,22.755358,19.97725,21.57191,20.347563,19.40912,91.7085,23.083727,22.178827,54.24649,19.406948,19.452662,178.57953,19.664352,19.619719,31.991428,50.536903,19.583273,68.5011,19.514297,37.1595,19.42073,19.415382,223.52023,50.09018,21.682106,19.581753,19.405718,20.427574,49.67688,39.53624,23.793056,45.7444,36.39707,19.509335,29.390999,20.474943,19.413559,28.42085,20.281706,19.402239,48.26198,65.23578,85.3977,32.622845,45.429546,46.41451,19.610043,20.910828,19.830395,32.535324,19.533134,47.26814,91.28997,21.158405,369.5675,35.849724,19.404543,19.502466,19.400185,20.485222,19.926603,19.405712,38.185932,50.28803,22.226408,19.460821,84.32294,19.403904,19.407253,44.07525,20.427683,21.608122,64.17676,27.877243,58.25536,211.90567,30.374708,22.310051,36.59912,26.738914,19.405096,20.399778
