Rank,RMD,PT,BRGI_Score,Mean_Gap,Max_Gap,Positive_Gap_Months,RMD_Burden,PT_Readiness,spillover_value_norm,cisn_adjusted_score
135,RMD_Factitious Disorder,PT_Electroconvulsive Therapy,0.3101473520307881,0.3101473520307881,0.324378043689549,36,0.6809903165995808,0.3708429645687925,0.0,0.3101473520307881
136,RMD_Impulse Control Disorders,PT_Psychoeducation Programs,0.3021680201289034,0.3021680201289034,0.3246712598238066,36,0.4739660508983215,0.171798030769418,0.0,0.3021680201289034
137,RMD_Palilalia,PT_Dietary Interventions And Supplements,0.2989725827811108,0.2989725827811108,0.3108100086643344,36,0.3795989302312224,0.0806263474501115,0.0,0.2989725827811108
138,RMD_Histrionic Personality Disorder,PT_Art Therapy,0.2967369959760281,0.2967369959760281,0.3205597362400692,36,0.4385416961188458,0.1418047001428177,0.0,0.2967369959760281
139,RMD_Body Integrity Dysphoria,PT_Digital Health Tools,0.2957961209373318,0.2957961209373318,0.314046432176463,36,0.5670019260395676,0.2712058051022357,0.0,0.2957961209373318
140,RMD_Childhood Disintegrative Disorder,PT_Resting State Fmri,0.2940412031329548,0.2940412031329548,0.2977797187489501,36,0.5684444767393493,0.2744032736063944,0.0,0.2940412031329548
141,RMD_Factitious Disorder,PT_Ketamine Therapy,0.2917269971251844,0.2917269971251844,0.3049094561230271,36,0.6809903165995808,0.3892633194743963,0.0,0.2917269971251844
142,RMD_Schizotypal Personality Disorder,PT_Electroconvulsive Therapy,0.2896602398148933,0.2896602398148933,0.3038305441797637,36,0.6605032043836859,0.3708429645687925,0.0,0.2896602398148933
143,RMD_Cyclothymic Disorder,PT_Hypnotherapy,0.2859224152849703,0.2859224152849703,0.329668224461682,36,0.6502728967536677,0.3643504814686974,0.0,0.2859224152849703
144,RMD_Anorexia Nervosa,PT_Neuroprotective Agents,0.2850472052976434,0.2850472052976434,0.2876654480923294,36,0.6265170412733507,0.3414698359757072,0.0,0.2850472052976434
145,RMD_Landau Kleffner Syndrome,PT_Resting State Fmri,0.284667652370764,0.284667652370764,0.2962453813896171,36,0.5590709259771585,0.2744032736063944,0.0,0.284667652370764
146,RMD_Schizotypal Personality Disorder,PT_Motivational Interviewing,0.2821870275322385,0.2821870275322385,0.288319952819404,36,0.6605032043836859,0.3783161768514473,0.0,0.2821870275322385
147,RMD_Childhood Disintegrative Disorder,PT_Narrative Exposure Therapy,0.2805622251386591,0.2805622251386591,0.3050255236122825,36,0.5684444767393493,0.2878822516006901,0.0,0.2805622251386591
148,RMD_Hyperthymesia,PT_Hypnotherapy,0.2801453894525361,0.2801453894525361,0.3062000637501878,36,0.6444958709212335,0.3643504814686974,0.0,0.2801453894525361
149,RMD_Factitious Disorder,PT_Naltrexone,0.2797759880022639,0.2797759880022639,0.3241086993262652,36,0.6809903165995808,0.4012143285973167,0.0,0.2797759880022639
150,RMD_Cyclothymic Disorder,PT_Vagus Nerve Stimulation,0.278639616530548,0.278639616530548,0.3067554867615033,36,0.6502728967536677,0.3716332802231197,0.0,0.278639616530548
151,RMD_Rumination Disorder,PT_Mindfulness Based Stress Reduction,0.2766064185649959,0.2766064185649959,0.300772873497273,36,0.5900312013904454,0.3134247828254495,0.0,0.2766064185649959
152,RMD_Cyclothymic Disorder,PT_Transference Focused Psychotherapy,0.2758969559756696,0.2758969559756696,0.300171408137118,36,0.6502728967536677,0.3743759407779981,0.0,0.2758969559756696
153,RMD_Erotomania,PT_Occupational Therapy,0.2748996796656878,0.2748996796656878,0.278241683526697,36,0.6385203358199116,0.3636206561542238,0.0,0.2748996796656878
154,RMD_Fregoli Delusion,PT_Cultural Psychiatry Interventions,0.274640102182534,0.274640102182534,0.2898431281879037,36,0.3513849885157918,0.0767448863332578,0.0,0.274640102182534
155,RMD_Erotomania,PT_Hypnotherapy,0.2741698543512141,0.2741698543512141,0.2989367819979701,36,0.6385203358199116,0.3643504814686974,0.0,0.2741698543512141
156,RMD_Landau Kleffner Syndrome,PT_Metaverse,0.2740635708680644,0.2740635708680644,0.2776604322694787,36,0.5590709259771585,0.285007355109094,0.0,0.2740635708680644
157,RMD_Childhood Disintegrative Disorder,PT_Electroencephalography,0.272981024879442,0.272981024879442,0.277886555194861,36,0.5684444767393493,0.2954634518599072,0.0,0.272981024879442
158,RMD_Hyperthymesia,PT_Vagus Nerve Stimulation,0.2728625906981138,0.2728625906981138,0.2832873260500091,36,0.6444958709212335,0.3716332802231197,0.0,0.2728625906981138
159,RMD_Capgras Syndrome,PT_Digital Health Tools,0.2717083079194685,0.2717083079194685,0.2747496156751428,36,0.5429141130217041,0.2712058051022357,0.0,0.2717083079194685
160,RMD_Hyperthymesia,PT_Transference Focused Psychotherapy,0.2701199301432354,0.2701199301432354,0.2767164384649665,36,0.6444958709212335,0.3743759407779981,0.0,0.2701199301432354
161,RMD_Reduplicative Paramnesia,PT_Stem Cell Therapy For Neurological Disorders,0.2680680145833377,0.2680680145833377,0.291771060901182,36,0.4287300759056908,0.1606620613223531,0.0,0.2680680145833377
162,RMD_Rumination Disorder,PT_Transcranial Magnetic Stimulation,0.2653550119489321,0.2653550119489321,0.2911273089667994,36,0.5900312013904454,0.3246761894415133,0.0,0.2653550119489321
163,RMD_Dissociative Fugue,PT_Hypnotherapy,0.2652369241629013,0.2652369241629013,0.2714552579341877,36,0.6295874056315989,0.3643504814686974,0.0,0.2652369241629013
164,RMD_Kleine Levin Syndrome,PT_Traditional And Alternative Medicine Approaches,0.2647555122382914,0.2647555122382914,0.2800153776557108,36,0.4845192931251607,0.2197637808868692,0.0,0.2647555122382914
165,RMD_Landau Kleffner Syndrome,PT_Electroencephalography,0.2636074741172512,0.2636074741172512,0.2778303521500091,36,0.5590709259771585,0.2954634518599072,0.0,0.2636074741172512
166,RMD_Pyromania,PT_Deep Brain Stimulation,0.2627081840457555,0.2627081840457555,0.2793782853539913,36,0.5366061603937343,0.2738979763479787,0.0,0.2627081840457555
167,RMD_Othello Syndrome,PT_Biofeedback Devices,0.2626657814277009,0.2626657814277009,0.2730530727573793,36,0.4786749159057052,0.2160091344780043,0.0,0.2626657814277009
168,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Stem Cell Therapy For Neurological Disorders,0.2626225691325122,0.2626225691325122,0.2793491065589747,36,0.4232846304548653,0.1606620613223531,0.0,0.2626225691325122
169,RMD_Anorexia Nervosa,PT_Hypnotherapy,0.2621665598046533,0.2621665598046533,0.3000948089946617,36,0.6265170412733507,0.3643504814686974,0.0,0.2621665598046533
170,RMD_Rumination Disorder,PT_Selective Serotonin Reuptake Inhibitors,0.261320542594921,0.261320542594921,0.2860998672182614,36,0.5900312013904454,0.3287106587955243,0.0,0.261320542594921
171,RMD_Brief Psychotic Disorder,PT_Focused Ultrasound Therapy,0.2604934951479117,0.2604934951479117,0.2708538149316744,36,0.4127364052176009,0.1522429100696891,0.0,0.2604934951479117
172,RMD_Pyromania,PT_Transcranial Direct Current Stimulation,0.260245836202406,0.260245836202406,0.296664166093145,36,0.5366061603937343,0.2763603241913283,0.0,0.260245836202406
173,RMD_Erotomania,PT_Motivational Interviewing,0.2602041589684642,0.2602041589684642,0.2653432322212522,36,0.6385203358199116,0.3783161768514473,0.0,0.2602041589684642
174,RMD_Diogenes Syndrome,PT_Mindfulness Based Stress Reduction,0.2594996053092893,0.2594996053092893,0.2628538980100114,36,0.5729243881347388,0.3134247828254495,0.0,0.2594996053092893
175,RMD_Ganser Syndrome,PT_Fecal Microbiota Transplant,0.2593256146285974,0.2593256146285974,0.322979461093537,36,0.6922316029290343,0.4329059883004368,0.0,0.2593256146285974
176,RMD_Schizotypal Personality Disorder,PT_Naltrexone,0.2592888757863691,0.2592888757863691,0.3035611998164799,36,0.6605032043836859,0.4012143285973167,0.0,0.2592888757863691
177,RMD_Capgras Syndrome,PT_Metaverse,0.2579067579126101,0.2579067579126101,0.2699136128295151,36,0.5429141130217041,0.285007355109094,0.0,0.2579067579126101
178,RMD_Childhood Disintegrative Disorder,PT_Brain Computer Interface,0.2565362032436147,0.2565362032436147,0.2584161617963134,36,0.5684444767393493,0.3119082734957344,0.0,0.2565362032436147
179,RMD_Cyclothymic Disorder,PT_Digital Therapeutics,0.2562565218211692,0.2562565218211692,0.3103806083727594,36,0.6502728967536677,0.3940163749324983,0.0,0.2562565218211692
180,RMD_Anorexia Nervosa,PT_Electroconvulsive Therapy,0.2556740767045581,0.2556740767045581,0.2812558123992215,36,0.6265170412733507,0.3708429645687925,0.0,0.2556740767045581
181,RMD_Reactive Attachment Disorder,PT_Cbt For Insomnia,0.2554568010109827,0.2554568010109827,0.3496068696888618,36,0.7190351047741068,0.463578303763124,0.0,0.2554568010109827
182,RMD_Diogenes Syndrome,PT_Clozapine Protocol,0.2543881387479965,0.2543881387479965,0.2610897489459356,36,0.5729243881347388,0.3185362493867423,0.0,0.2543881387479965
183,RMD_Palilalia,PT_Neurofeedback Systems,0.2533396954014743,0.2533396954014743,0.2702222426617643,36,0.3795989302312224,0.126259234829748,0.0,0.2533396954014743
184,RMD_Hyperthymesia,PT_Stimulant And Wake Promoting Agents,0.2533266370070628,0.2533266370070628,0.274185738721091,36,0.6444958709212335,0.3911692339141706,0.0,0.2533266370070628
185,RMD_Schizoaffective Disorder,PT_Neurocognitive Training,0.2525006509156454,0.2525006509156454,0.2570473823186693,36,0.5213476667275257,0.2688470158118803,0.0,0.2525006509156454
186,RMD_Dissociative Fugue,PT_Motivational Interviewing,0.2512712287801514,0.2512712287801514,0.2560836854653924,36,0.6295874056315989,0.3783161768514473,0.0,0.2512712287801514
187,RMD_Othello Syndrome,PT_Interpersonal Psychotherapy,0.2512625005830948,0.2512625005830948,0.2621922267330948,36,0.4786749159057052,0.2274124153226103,0.0,0.2512625005830948
188,RMD_Histrionic Personality Disorder,PT_Speech Language Therapy,0.2471354592624755,0.2471354592624755,0.2834708505464807,36,0.4385416961188458,0.1914062368563703,0.0,0.2471354592624755
189,RMD_Dissociative Amnesia,PT_Resting State Fmri,0.2466001666885732,0.2466001666885732,0.2529858177453641,36,0.5210034402949676,0.2744032736063944,0.0,0.2466001666885732
190,RMD_Kleine Levin Syndrome,PT_Emotion Regulation Training,0.2462167978166914,0.2462167978166914,0.2718230125733707,36,0.4845192931251607,0.2383024953084691,0.0,0.2462167978166914
191,RMD_Hyperthymesia,PT_Closed Loop Neurostimulation,0.2446893901685342,0.2446893901685342,0.2861094211801587,36,0.6444958709212335,0.3998064807526992,0.0,0.2446893901685342
192,RMD_Erotomania,PT_Digital Therapeutics,0.2445039608874131,0.2445039608874131,0.2796491659090475,36,0.6385203358199116,0.3940163749324983,0.0,0.2445039608874131
193,RMD_Childhood Disintegrative Disorder,PT_Transcranial Magnetic Stimulation,0.2437682872978359,0.2437682872978359,0.246616214158718,36,0.5684444767393493,0.3246761894415133,0.0,0.2437682872978359
194,RMD_Landau Kleffner Syndrome,PT_Antidepressants,0.243547132733786,0.243547132733786,0.2644553687641598,36,0.5590709259771585,0.3155237932433723,0.0,0.243547132733786
195,RMD_Postpartum Psychosis,PT_Pharmacogenomic Testing,0.2401685439692926,0.2401685439692926,0.2470348024143043,36,0.7183669958120321,0.4781984518427394,0.0,0.2401685439692926
196,RMD_Cotard Syndrome,PT_Metaverse,0.2401125648713845,0.2401125648713845,0.2595173129565023,36,0.5251199199804786,0.285007355109094,0.0,0.2401125648713845
197,RMD_Erotomania,PT_Closed Loop Neurostimulation,0.2387138550672123,0.2387138550672123,0.278846139427941,36,0.6385203358199116,0.3998064807526992,0.0,0.2387138550672123
198,RMD_Selective Mutism,PT_Machine Learning Neuroimaging,0.2377604412712655,0.2377604412712655,0.3859541330153196,36,0.8604658235848102,0.6227053823135447,0.0,0.2377604412712655
199,RMD_Schizotypal Personality Disorder,PT_Animal Assisted Therapy,0.2361044997249171,0.2361044997249171,0.2935410703154281,36,0.6605032043836859,0.4243987046587688,0.0,0.2361044997249171
200,RMD_Dissociative Amnesia,PT_Metaverse,0.2359960851858736,0.2359960851858736,0.2538462044876293,36,0.5210034402949676,0.285007355109094,0.0,0.2359960851858736
201,RMD_Impulse Control Disorders,PT_Emotion Regulation Training,0.2356635555898522,0.2356635555898522,0.2541535779490192,36,0.4739660508983215,0.2383024953084691,0.0,0.2356635555898522
202,RMD_Avoidant Personality Disorder,PT_Deep Brain Stimulation,0.2356305151869659,0.2356305151869659,0.2491826627824722,36,0.5095284915349447,0.2738979763479787,0.0,0.2356305151869659
203,RMD_Dissociative Fugue,PT_Digital Therapeutics,0.2355710306991003,0.2355710306991003,0.2521676418452651,36,0.6295874056315989,0.3940163749324983,0.0,0.2355710306991003
204,RMD_Disinhibited Social Engagement Disorder,PT_Anticonvulsant Therapy,0.2331777285248634,0.2331777285248634,0.249099988259776,36,0.3790231169734533,0.1458453884485898,0.0,0.2331777285248634
205,RMD_Dissociative Fugue,PT_Closed Loop Neurostimulation,0.2297809248788995,0.2297809248788995,0.2513646153641585,36,0.6295874056315989,0.3998064807526992,0.0,0.2297809248788995
206,RMD_Diogenes Syndrome,PT_Emdr Therapy,0.2293815461637351,0.2293815461637351,0.2435729150186512,36,0.5729243881347388,0.3435428419710036,0.0,0.2293815461637351
207,RMD_Schizoaffective Disorder,PT_Music Therapy,0.2274755530536757,0.2274755530536757,0.2463154578598717,36,0.5213476667275257,0.29387211367385,0.0,0.2274755530536757
208,RMD_Capgras Syndrome,PT_Antidepressants,0.2273903197783317,0.2273903197783317,0.2351187415351858,36,0.5429141130217041,0.3155237932433723,0.0,0.2273903197783317
209,RMD_Anorexia Nervosa,PT_Closed Loop Neurostimulation,0.2267105605206514,0.2267105605206514,0.2800041664246325,36,0.6265170412733507,0.3998064807526992,0.0,0.2267105605206514
210,RMD_Schizoaffective Disorder,PT_Electroencephalography,0.2258842148676185,0.2258842148676185,0.2306068568110927,36,0.5213476667275257,0.2954634518599072,0.0,0.2258842148676185
211,RMD_Anorexia Nervosa,PT_Naltrexone,0.2253027126760339,0.2253027126760339,0.2809864680359378,36,0.6265170412733507,0.4012143285973167,0.0,0.2253027126760339
212,RMD_Kleine Levin Syndrome,PT_Neuromodulation Techniques,0.2201334872393026,0.2201334872393026,0.2530787711121611,36,0.4845192931251607,0.2643858058858581,0.0,0.2201334872393026
213,RMD_Cotard Syndrome,PT_Anxiolytic Medications,0.2184589983282386,0.2184589983282386,0.2273252983330849,36,0.5251199199804786,0.3066609216522399,0.0,0.2184589983282386
214,RMD_Rumination Disorder,PT_Vagus Nerve Stimulation,0.2183979211673257,0.2183979211673257,0.2310389057003602,36,0.5900312013904454,0.3716332802231197,0.0,0.2183979211673257
215,RMD_Cyclothymic Disorder,PT_Fecal Microbiota Transplant,0.2173669084532309,0.2173669084532309,0.2970404281269139,36,0.6502728967536677,0.4329059883004368,0.0,0.2173669084532309
216,RMD_Rumination Disorder,PT_Transference Focused Psychotherapy,0.2156552606124473,0.2156552606124473,0.2299472165211061,36,0.5900312013904454,0.3743759407779981,0.0,0.2156552606124473
217,RMD_Capgras Syndrome,PT_Selective Serotonin Reuptake Inhibitors,0.2142034542261797,0.2142034542261797,0.23217034039715,36,0.5429141130217041,0.3287106587955243,0.0,0.2142034542261797
218,RMD_Ganser Syndrome,PT_Pharmacogenomic Testing,0.2140331510862948,0.2140331510862948,0.2790663832713973,36,0.6922316029290343,0.4781984518427394,0.0,0.2140331510862948
219,RMD_Schizoaffective Disorder,PT_Virtual Reality Exposure Therapy,0.2123988337017019,0.2123988337017019,0.2187881811508075,36,0.5213476667275257,0.3089488330258239,0.0,0.2123988337017019
220,RMD_Koro,PT_Focused Ultrasound Therapy,0.2123495496408869,0.2123495496408869,0.21918071467167,36,0.3645924597105761,0.1522429100696891,0.0,0.2123495496408869
221,RMD_Hyperthymesia,PT_Fecal Microbiota Transplant,0.2115898826207967,0.2115898826207967,0.2735722674154198,36,0.6444958709212335,0.4329059883004368,0.0,0.2115898826207967
222,RMD_Cotard Syndrome,PT_Antidepressants,0.2095961267371061,0.2095961267371061,0.2184924122039169,36,0.5251199199804786,0.3155237932433723,0.0,0.2095961267371061
223,RMD_Schizoaffective Disorder,PT_Brain Computer Interface,0.2094393932317912,0.2094393932317912,0.2115488867148893,36,0.5213476667275257,0.3119082734957344,0.0,0.2094393932317912
224,RMD_Wendigo Psychosis,PT_Sleep Pattern Monitoring And Manipulation,0.2091685716222776,0.2091685716222776,0.2149497309700245,36,0.2248553707090574,0.0156867990867797,0.0,0.2091685716222776
225,RMD_Reduplicative Paramnesia,PT_Traditional And Alternative Medicine Approaches,0.2089662950188215,0.2089662950188215,0.2296073300746136,36,0.4287300759056908,0.2197637808868692,0.0,0.2089662950188215
226,RMD_Olfactory Reference Syndrome,PT_Oxytocin Therapy,0.2086752016536928,0.2086752016536928,0.229118889253312,36,0.53209544096284,0.3234202393091471,0.0,0.2086752016536928
227,RMD_Brief Psychotic Disorder,PT_Psilocybin Assisted Therapy,0.2085766376779213,0.2085766376779213,0.3080437231434802,36,0.4127364052176009,0.2041597675396795,0.0,0.2085766376779213
228,RMD_Pyromania,PT_Selective Serotonin Reuptake Inhibitors,0.2078955015982099,0.2078955015982099,0.2622885302730184,36,0.5366061603937343,0.3287106587955243,0.0,0.2078955015982099
229,RMD_Palilalia,PT_Psychoeducation Programs,0.2078008994618043,0.2078008994618043,0.2185506079399026,36,0.3795989302312224,0.171798030769418,0.0,0.2078008994618043
230,RMD_Capgras Syndrome,PT_Mood Stabilizers,0.2062488261219331,0.2062488261219331,0.2313387999262984,36,0.5429141130217041,0.3366652868997709,0.0,0.2062488261219331
231,RMD_Schizoaffective Disorder,PT_Personalized Medicine,0.2055804854761963,0.2055804854761963,0.2078185713538822,36,0.5213476667275257,0.3157671812513294,0.0,0.2055804854761963
232,RMD_Capgras Syndrome,PT_Smart Wearable Mental Health Trackers,0.2055134369908472,0.2055134369908472,0.2584948837460367,36,0.5429141130217041,0.3374006760308569,0.0,0.2055134369908472
233,RMD_Erotomania,PT_Digital Phenotyping,0.2051862347328078,0.2051862347328078,0.2603261749481849,36,0.6385203358199116,0.4333341010871037,0.0,0.2051862347328078
234,RMD_Impulse Control Disorders,PT_Neurocognitive Training,0.2051190350864411,0.2051190350864411,0.2174535670551514,36,0.4739660508983215,0.2688470158118803,0.0,0.2051190350864411
235,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Traditional And Alternative Medicine Approaches,0.203520849567996,0.203520849567996,0.2171853757324063,36,0.4232846304548653,0.2197637808868692,0.0,0.203520849567996
236,RMD_Dissociative Amnesia,PT_Clozapine Protocol,0.2024671909082253,0.2024671909082253,0.2097037286215298,36,0.5210034402949676,0.3185362493867423,0.0,0.2024671909082253
237,RMD_Olfactory Reference Syndrome,PT_Mentalization Based Treatment,0.201986998790311,0.201986998790311,0.2082846348708095,36,0.53209544096284,0.3301084421725289,0.0,0.201986998790311
238,RMD_Boanthropy,PT_Mentalization Based Treatment,0.1997044163547069,0.1997044163547069,0.249915292992475,36,0.5298128585272359,0.3301084421725289,0.0,0.1997044163547069
239,RMD_Pyromania,PT_Smart Wearable Mental Health Trackers,0.1992054843628773,0.1992054843628773,0.2438186234160513,36,0.5366061603937343,0.3374006760308569,0.0,0.1992054843628773
240,RMD_Fregoli Delusion,PT_Metabolic And Enzyme Targeted Therapy,0.1972588716562182,0.1972588716562182,0.2087858344847959,36,0.3513849885157918,0.1541261168595735,0.0,0.1972588716562182
241,RMD_Schizoaffective Disorder,PT_Transcranial Magnetic Stimulation,0.1966714772860124,0.1966714772860124,0.1993365157749497,36,0.5213476667275257,0.3246761894415133,0.0,0.1966714772860124
242,RMD_Cotard Syndrome,PT_Selective Serotonin Reuptake Inhibitors,0.1964092611849541,0.1964092611849541,0.202465979875467,36,0.5251199199804786,0.3287106587955243,0.0,0.1964092611849541
243,RMD_Dissociative Fugue,PT_Digital Phenotyping,0.196253304544495,0.196253304544495,0.2328446508844024,36,0.6295874056315989,0.4333341010871037,0.0,0.196253304544495
244,RMD_Autosarcophagy,PT_Sleep Pattern Monitoring And Manipulation,0.1958532551188093,0.1958532551188093,0.2250663525165625,36,0.211540054205589,0.0156867990867797,0.0,0.1958532551188093
245,RMD_Anorexia Nervosa,PT_Digital Phenotyping,0.193182940186247,0.193182940186247,0.2614842019448765,36,0.6265170412733507,0.4333341010871037,0.0,0.193182940186247
246,RMD_Wendigo Psychosis,PT_Neuroplasticity Techniques,0.1927789949161844,0.1927789949161844,0.197932574140203,36,0.2248553707090574,0.032076375792873,0.0,0.1927789949161844
247,RMD_Circadian Rhythm Sleep Wake Disorder,PT_Regenerative Medicine Approaches,0.1910745449064469,0.1910745449064469,0.2013880760797442,36,0.4232846304548653,0.2322100855484183,0.0,0.1910745449064469
248,RMD_Cotard Syndrome,PT_Mood Stabilizers,0.1884546330807075,0.1884546330807075,0.1919523982784698,36,0.5251199199804786,0.3366652868997709,0.0,0.1884546330807075
249,RMD_Cotard Syndrome,PT_Smart Wearable Mental Health Trackers,0.1877192439496215,0.1877192439496215,0.2109866485824418,36,0.5251199199804786,0.3374006760308569,0.0,0.1877192439496215
250,RMD_Disinhibited Social Engagement Disorder,PT_Speech Language Therapy,0.187616880117083,0.187616880117083,0.2053842539130931,36,0.3790231169734533,0.1914062368563703,0.0,0.187616880117083
251,RMD_Impulse Control Disorders,PT_Narrative Exposure Therapy,0.1860837992976313,0.1860837992976313,0.1950471164140379,36,0.4739660508983215,0.2878822516006901,0.0,0.1860837992976313
252,RMD_Delusional Disorder,PT_Reality Testing Techniques,0.1847348142023705,0.1847348142023705,0.204099768997197,36,0.191480268495844,0.0067454542934734,0.0,0.1847348142023705
253,RMD_Dissociative Amnesia,PT_Mood Stabilizers,0.1843381533951966,0.1843381533951966,0.1862812898095969,36,0.5210034402949676,0.3366652868997709,0.0,0.1843381533951966
254,RMD_Wendigo Psychosis,PT_Cognitive Enhancement Programs,0.1830617474103939,0.1830617474103939,0.1855311382670523,36,0.2248553707090574,0.0417936232986635,0.0,0.1830617474103939
255,RMD_Autosarcophagy,PT_Lithium Therapy,0.1819966983592794,0.1819966983592794,0.1994473430541724,36,0.211540054205589,0.0295433558463095,0.0,0.1819966983592794
256,RMD_Impulse Control Disorders,PT_Music Therapy,0.1800939372244714,0.1800939372244714,0.1911501992440256,36,0.4739660508983215,0.29387211367385,0.0,0.1800939372244714
257,RMD_Erotomania,PT_Cbt For Insomnia,0.1749420320567875,0.1749420320567875,0.2962540302878156,36,0.6385203358199116,0.463578303763124,0.0,0.1749420320567875
258,RMD_Stendhal Syndrome,PT_Anticonvulsant Therapy,0.1745517361911323,0.1745517361911323,0.1776007768283529,36,0.3203971246397221,0.1458453884485898,0.0,0.1745517361911323
259,RMD_Ekbom Syndrome,PT_Neuroprotective Agents,0.1704800083280753,0.1704800083280753,0.1993572302592962,36,0.5119498443037827,0.3414698359757072,0.0,0.1704800083280753
260,RMD_Autosarcophagy,PT_Cognitive Enhancement Programs,0.1697464309069255,0.1697464309069255,0.1956477598135903,36,0.211540054205589,0.0417936232986635,0.0,0.1697464309069255
261,RMD_Kleine Levin Syndrome,PT_Personalized Medicine,0.1687521118738313,0.1687521118738313,0.2198499809891679,36,0.4845192931251607,0.3157671812513294,0.0,0.1687521118738313
262,RMD_Olfactory Reference Syndrome,PT_Occupational Therapy,0.1684747848086162,0.1684747848086162,0.1713547815626738,36,0.53209544096284,0.3636206561542238,0.0,0.1684747848086162
263,RMD_Stendhal Syndrome,PT_Focused Ultrasound Therapy,0.1681542145700329,0.1681542145700329,0.1779917842057999,36,0.3203971246397221,0.1522429100696891,0.0,0.1681542145700329
264,RMD_Avoidant Personality Disorder,PT_Light Therapy,0.1679373920211165,0.1679373920211165,0.1990376225746541,36,0.5095284915349447,0.3415910995138282,0.0,0.1679373920211165
265,RMD_Boanthropy,PT_Occupational Therapy,0.166192202373012,0.166192202373012,0.2146869105888407,36,0.5298128585272359,0.3636206561542238,0.0,0.166192202373012
266,RMD_Dissociative Fugue,PT_Cbt For Insomnia,0.1660091018684747,0.1660091018684747,0.2687725062240331,36,0.6295874056315989,0.463578303763124,0.0,0.1660091018684747
267,RMD_Boanthropy,PT_Hypnotherapy,0.1654623770585384,0.1654623770585384,0.2422611529048416,36,0.5298128585272359,0.3643504814686974,0.0,0.1654623770585384
268,RMD_Reduplicative Paramnesia,PT_Neuromodulation Techniques,0.1643442700198327,0.1643442700198327,0.1781840519788085,36,0.4287300759056908,0.2643858058858581,0.0,0.1643442700198327
269,RMD_Impulse Control Disorders,PT_Brain Computer Interface,0.1620577774025869,0.1620577774025869,0.1684844510573297,36,0.4739660508983215,0.3119082734957344,0.0,0.1620577774025869
270,RMD_Olfactory Reference Syndrome,PT_Electroconvulsive Therapy,0.1612524763940474,0.1612524763940474,0.1768210558560081,36,0.53209544096284,0.3708429645687925,0.0,0.1612524763940474
271,RMD_Koro,PT_Psilocybin Assisted Therapy,0.1604326921708966,0.1604326921708966,0.2652661958309103,36,0.3645924597105761,0.2041597675396795,0.0,0.1604326921708966
272,RMD_Stendhal Syndrome,PT_Privacy Preserving Ai In Digital Mental Health,0.1600974915005981,0.1600974915005981,0.1937528841903848,36,0.3203971246397221,0.160299633139124,0.0,0.1600974915005981
273,RMD_Boanthropy,PT_Electroconvulsive Therapy,0.1589698939584432,0.1589698939584432,0.2234221563094015,36,0.5298128585272359,0.3708429645687925,0.0,0.1589698939584432
274,RMD_Rumination Disorder,PT_Fecal Microbiota Transplant,0.1571252130900086,0.1571252130900086,0.1642912203478775,36,0.5900312013904454,0.4329059883004368,0.0,0.1571252130900086
275,RMD_Olfactory Reference Syndrome,PT_Motivational Interviewing,0.1537792641113926,0.1537792641113926,0.1608576392719351,36,0.53209544096284,0.3783161768514473,0.0,0.1537792641113926
276,RMD_Boanthropy,PT_Motivational Interviewing,0.1514966816757884,0.1514966816757884,0.2074587397253285,36,0.5298128585272359,0.3783161768514473,0.0,0.1514966816757884
277,RMD_Koro,PT_Trauma Focused Cbt,0.1493684936729466,0.1493684936729466,0.1589191095650496,36,0.3645924597105761,0.2152239660376294,0.0,0.1493684936729466
278,RMD_Pyromania,PT_Schema Therapy,0.1490565242999257,0.1490565242999257,0.2026320248302403,36,0.5366061603937343,0.3875496360938085,0.0,0.1490565242999257
279,RMD_Capgras Syndrome,PT_Digital Therapeutics,0.1488977380892057,0.1488977380892057,0.2317529049246575,36,0.5429141130217041,0.3940163749324983,0.0,0.1488977380892057
280,RMD_Othello Syndrome,PT_Mentalization Based Treatment,0.1485664737331763,0.1485664737331763,0.1776008570077867,36,0.4786749159057052,0.3301084421725289,0.0,0.1485664737331763
281,RMD_Ekbom Syndrome,PT_Occupational Therapy,0.1483291881495588,0.1483291881495588,0.190835436064137,36,0.5119498443037827,0.3636206561542238,0.0,0.1483291881495588
282,RMD_Histrionic Personality Disorder,PT_Music Therapy,0.1446695824449958,0.1446695824449958,0.1813921352379066,36,0.4385416961188458,0.29387211367385,0.0,0.1446695824449958
283,RMD_Pyromania,PT_Digital Therapeutics,0.1425897854612358,0.1425897854612358,0.1791819722526181,36,0.5366061603937343,0.3940163749324983,0.0,0.1425897854612358
284,RMD_Brief Psychotic Disorder,PT_Digital Health Tools,0.1415306001153651,0.1415306001153651,0.1561407080456489,36,0.4127364052176009,0.2712058051022357,0.0,0.1415306001153651
285,RMD_Ekbom Syndrome,PT_Electroconvulsive Therapy,0.14110687973499,0.14110687973499,0.1995706817846977,36,0.5119498443037827,0.3708429645687925,0.0,0.14110687973499
286,RMD_Olfactory Reference Syndrome,PT_Stimulant And Wake Promoting Agents,0.1409262070486693,0.1409262070486693,0.1636457274223514,36,0.53209544096284,0.3911692339141706,0.0,0.1409262070486693
